CONTIG_NAME HSP_GENOME PERCENT_IDENTITY PERCENT_COVERED_BY_HSP NORMALISED_CONTIG_SCORE
k141_13707_length_2648_cov_4.0000 CP002830.1 99.585 100.0 0.99585 
k141_27318_length_2647_cov_3.0000 CP002830.1 98.980 100.0 0.9898 
k141_55236_length_2647_cov_4.0000 CP002830.1 99.811 100.0 0.99811 
k141_4534_length_2645_cov_4.0000 CP022098.1 99.319 100.0 0.99319 
k141_30580_length_2644_cov_6.0000 CP036353.1 99.319 100.0 0.99319 
k141_3237_length_2644_cov_3.0000 CP022098.1 98.903 100.0 0.9890300000000001 
k141_39986_length_2643_cov_4.0000 CP022098.1 99.357 100.0 0.9935700000000001 
k141_45588_length_2643_cov_3.0000 CP022098.1 99.508 100.0 0.99508 
k141_45564_length_2643_cov_3.0000 CP022098.1 99.357 100.0 0.9935700000000001 
k141_2289_length_2643_cov_6.0000 CP012541.1 99.924 100.0 0.9992400000000001 
k141_27915_length_2643_cov_4.0000 CP022098.1 99.470 99.88649262202043 0.9935709421112371 
k141_6384_length_2642_cov_3.0000 CP002830.1 99.092 100.0 0.99092 
k141_17755_length_2641_cov_5.0000 CP002830.1 99.354 99.65921999242711 0.9901542143127603 
k141_32836_length_2641_cov_4.0000 CP036353.1 99.773 100.0 0.9977299999999999 
k141_32909_length_2641_cov_4.0000 CP022098.1 95.410 89.09503975766755 0.8500557743279061 
k141_3201_length_2641_cov_4.0000 CP002830.1 99.092 100.03786444528589 0.9912952063612269 
k141_58195_length_2640_cov_6.0000 CP036353.1 99.394 100.0 0.9939400000000002 
k141_39082_length_2639_cov_5.0000 CP002830.1 99.545 100.0 0.99545 
k141_39304_length_2639_cov_6.0000 CP012541.1 99.420 91.3982569154983 0.9086814702538841 
k141_9637_length_2639_cov_4.0000 CP002830.1 99.697 100.0 0.99697 
k141_32999_length_2639_cov_4.0000 CP002830.1 99.204 100.0 0.9920399999999999 
k141_5222_length_2638_cov_4.0000 CP002830.1 99.356 100.0 0.9935599999999999 
k141_21843_length_2638_cov_4.0000 CP022423.1 99.621 100.0 0.99621 
k141_64555_length_2637_cov_4.0000 CP022098.1 95.164 100.37921880925293 0.9552487978763745 
k141_44433_length_2637_cov_4.0000 CP022098.1 99.090 100.0 0.9909 
k141_31083_length_2636_cov_4.0000 CP053831.1 99.772 100.0 0.99772 
k141_20282_length_2636_cov_4.0000 CP002830.1 98.974 99.84825493171472 0.9882381183611533 
k141_47648_length_2635_cov_5.0000 CP002830.1 99.658 99.92409867172675 0.9958235825426945 
k141_56593_length_2633_cov_3.0000 CP022098.1 99.430 99.92404101785036 0.9935447398404862 
k141_37392_length_2632_cov_4.0000 CP002830.1 99.696 100.0 0.9969600000000001 
k141_34929_length_2632_cov_4.0000 CP002830.1 98.594 100.0 0.9859399999999999 
k141_46215_length_2632_cov_3.0000 CP022098.1 98.024 100.0 0.98024 
k141_21256_length_2632_cov_8.0000 CP012696.1 99.544 100.0 0.99544 
k141_64411_length_2631_cov_4.0000 CP012541.1 99.316 100.0 0.99316 
k141_6328_length_2631_cov_4.0000 CP002830.1 99.620 100.0380083618396 0.9965786393006462 
k141_12089_length_2630_cov_5.0000 CP002830.1 99.734 100.0 0.99734 
k141_37268_length_2629_cov_4.0000 CP053831.1 99.391 100.0 0.9939100000000001 
k141_55855_length_2628_cov_4.0000 CP002830.1 99.810 100.0 0.9981 
k141_53148_length_2628_cov_5.0000 CP002830.1 98.381 98.7062404870624 0.9710818645357685 
k141_52304_length_2628_cov_4.0000 CP002830.1 99.429 100.0 0.99429 
k141_19082_length_2628_cov_5.0000 CP036353.1 99.391 100.0 0.9939100000000001 
k141_15751_length_2627_cov_5.0000 CP002830.1 99.105 93.56680624286258 0.9272938332698897 
k141_13328_length_2627_cov_4.0000 CP002830.1 99.861 82.29920060905977 0.8218480472021318 
k141_62563_length_2627_cov_4.0000 CP022098.1 99.314 99.80966882375333 0.9912497449562238 
k141_4758_length_2626_cov_4.0000 CP002830.1 99.124 100.0 0.99124 
k141_41281_length_2625_cov_4.0000 CP002830.1 99.466 99.84761904761905 0.9931443276190476 
k141_10017_length_2625_cov_3.0000 CP053831.1 99.198 99.80952380952381 0.9900905142857142 
k141_5642_length_2625_cov_5.0000 CP036353.1 99.657 100.0 0.9965699999999998 
k141_2170_length_2624_cov_5.0000 CP002830.1 99.657 100.0 0.9965699999999998 
k141_43797_length_2623_cov_4.0000 CP002830.1 99.695 100.0 0.99695 
k141_11129_length_2623_cov_3.0000 CP022098.1 99.695 99.96187571483036 0.9965699199390012 
k141_37440_length_2622_cov_6.7312 CP002830.1 99.313 99.92372234935164 0.9923724637681159 
k141_12226_length_2621_cov_5.0000 CP002830.1 99.886 100.0 0.9988600000000001 
k141_24392_length_2621_cov_5.0000 CP012541.1 99.809 100.0 0.9980899999999999 
k141_16954_length_2621_cov_4.0000 CP002830.1 99.847 100.0 0.9984699999999999 
k141_22523_length_2621_cov_6.0000 CP036353.1 99.580 100.0 0.9958 
k141_2572_length_2620_cov_4.0000 CP036353.1 99.771 100.0 0.99771 
k141_16623_length_2619_cov_5.0000 CP022423.1 99.656 99.92363497518136 0.9957989767086673 
k141_52797_length_2619_cov_3.0000 CP053831.1 99.504 100.0 0.9950399999999999 
k141_2764_length_2619_cov_3.0000 CP022098.1 99.313 100.0 0.9931300000000001 
k141_35971_length_2619_cov_6.0000 CP012696.1 99.733 100.0 0.9973300000000002 
k141_19187_length_2618_cov_10.3460 CP059439.1 100.000 100.0 1.0 
k141_30375_length_2618_cov_4.0000 CP002830.1 95.931 70.39724980901451 0.6753278571428571 
k141_6146_length_2617_cov_4.0000 CP022098.1 98.372 58.693160106992735 0.577376354604509 
k141_48046_length_2617_cov_5.0000 CP022423.1 99.618 100.0 0.99618 
k141_3372_length_2617_cov_3.0000 CP022098.1 99.157 99.73251815055407 0.9889177302254489 
k141_24228_length_2617_cov_5.0000 CP002830.1 99.694 100.0 0.9969399999999999 
k141_64852_length_2616_cov_6.0000 CP036353.1 99.924 100.0 0.9992400000000001 
k141_45266_length_2616_cov_3.0000 CP022098.1 99.694 100.0 0.9969399999999999 
k141_52847_length_2616_cov_3.0000 CP022098.1 99.349 99.88532110091744 0.9923506766055047 
k141_39812_length_2616_cov_4.0000 CP002830.1 99.503 100.0 0.99503 
k141_31974_length_2615_cov_4.0000 CP022098.1 99.197 100.0 0.99197 
k141_41653_length_2615_cov_5.0000 CP002830.1 99.521 79.80879541108986 0.7942651128107074 
k141_17734_length_2614_cov_4.0000 CP002830.1 99.885 100.0 0.99885 
k141_2386_length_2613_cov_3.0000 CP022098.1 99.426 100.0 0.99426 
k141_3394_length_2613_cov_3.0000 CP022098.1 99.617 100.0 0.9961700000000001 
k141_62926_length_2612_cov_4.0000 CP022098.1 99.387 99.96171516079633 0.9934894984686065 
k141_6056_length_2612_cov_4.0000 CP022098.1 98.966 100.0 0.9896599999999999 
k141_62702_length_2612_cov_3.0000 CP002830.1 99.655 100.0 0.99655 
k141_64542_length_2611_cov_4.0000 CP002830.1 99.502 100.0 0.9950199999999999 
k141_24512_length_2610_cov_4.0000 CP022098.1 97.509 99.96168582375479 0.9747164022988505 
k141_10189_length_2609_cov_4.0000 CP002830.1 98.773 100.0 0.9877299999999999 
k141_17640_length_2609_cov_4.0000 CP022098.1 99.732 100.0 0.9973200000000001 
k141_13152_length_2608_cov_3.0000 CP022098.1 95.943 100.19171779141105 0.9612693980061351 
k141_9275_length_2608_cov_4.0000 CP002830.1 99.080 100.0 0.9908 
k141_57765_length_2607_cov_4.0000 CP022098.1 99.308 99.84656693517454 0.9915562869198313 
k141_7768_length_2607_cov_5.0000 CP012541.1 99.501 100.0 0.9950100000000001 
k141_25520_length_2606_cov_3.0000 CP002830.1 98.964 100.0 0.98964 
k141_55776_length_2606_cov_4.0000 CP022098.1 97.093 100.30698388334613 0.9739105986185727 
k141_28743_length_2606_cov_5.0000 CP002830.1 99.655 100.0 0.99655 
k141_21574_length_2606_cov_3.0000 CP022098.1 99.770 100.0 0.9977 
k141_8761_length_2605_cov_3.0000 CP022098.1 97.235 99.9616122840691 0.9719767370441459 
k141_30764_length_2603_cov_5.0000 CP036353.1 99.501 100.0 0.9950100000000001 
k141_9286_length_2603_cov_5.0000 CP012541.1 99.654 100.0 0.99654 
k141_38706_length_2603_cov_4.0000 CP053831.1 99.769 100.0 0.9976900000000002 
k141_35553_length_2602_cov_5.0000 CP002830.1 94.562 99.65411222136818 0.9423492159877018 
k141_22574_length_2602_cov_4.0000 CP002830.1 99.270 100.0 0.9927 
k141_59124_length_2602_cov_4.0000 CP012541.1 99.577 100.0 0.99577 
k141_31279_length_2601_cov_3.0000 CP002830.1 99.500 100.03844675124951 0.9953825451749326 
k141_34424_length_2601_cov_3.0000 CP022098.1 99.346 100.0 0.99346 
k141_54181_length_2600_cov_8.8829 CP028435.1 99.846 100.0 0.99846 
k141_13933_length_2600_cov_3.0000 CP022098.1 99.308 100.0 0.9930800000000001 
k141_60523_length_2599_cov_3.0000 CP022098.1 98.961 100.0 0.98961 
k141_26154_length_2599_cov_4.0000 CP053831.1 99.654 100.0 0.99654 
k141_4426_length_2598_cov_7.0000 CP012696.1 99.538 100.0 0.9953799999999999 
k141_36383_length_2596_cov_4.0000 CP002830.1 99.384 100.0 0.99384 
k141_16567_length_2596_cov_10.0000 CP036353.1 99.114 100.0 0.9911399999999999 
k141_16761_length_2594_cov_4.0000 CP002830.1 99.383 100.0 0.9938299999999999 
k141_40920_length_2594_cov_5.0000 CP012541.1 99.730 100.0 0.9973 
k141_73_length_2594_cov_3.0000 CP022098.1 99.614 100.0 0.9961399999999999 
k141_43101_length_2594_cov_4.0000 CP022098.1 99.075 100.0 0.99075 
k141_57705_length_2593_cov_4.0000 CP022098.1 99.691 100.0 0.9969100000000001 
k141_10451_length_2593_cov_3.0000 CP022098.1 99.730 100.0 0.9973 
k141_34203_length_2593_cov_5.0000 CP022423.1 99.807 100.0 0.9980700000000001 
k141_3176_length_2592_cov_4.0000 CP002830.1 99.537 99.88425925925925 0.9942179513888888 
k141_33556_length_2592_cov_3.0000 CP022098.1 97.994 100.0 0.9799399999999999 
k141_10296_length_2589_cov_4.0000 CP022098.1 99.768 100.0 0.9976799999999999 
k141_55918_length_2589_cov_5.0000 CP022423.1 99.614 100.0 0.9961399999999999 
k141_40722_length_2588_cov_4.0000 CP002830.1 99.614 100.0 0.9961399999999999 
k141_40046_length_2588_cov_4.0000 CP053831.1 99.381 99.9227202472952 0.9930419860896446 
k141_30414_length_2588_cov_6.0000 CP036353.1 99.652 100.0 0.9965200000000001 
k141_63181_length_2588_cov_5.0000 CP012541.1 99.575 100.0 0.99575 
k141_14295_length_2587_cov_2.0000 CP022098.1 97.642 100.0 0.9764199999999998 
k141_26781_length_2586_cov_4.0000 CP053831.1 98.763 100.0 0.9876300000000001 
k141_20704_length_2586_cov_4.0000 CP002830.1 99.496 99.72931167826759 0.9922667594740912 
k141_59162_length_2585_cov_5.0000 CP022423.1 99.691 100.0 0.9969100000000001 
k141_6995_length_2585_cov_3.0000 CP025958.1 99.186 99.84526112185686 0.9903252069632495 
k141_50253_length_2584_cov_3.0000 CP002830.1 99.535 99.92260061919505 0.9945796052631578 
k141_13600_length_2584_cov_4.0000 CP053831.1 99.536 100.0 0.99536 
k141_8021_length_2583_cov_5.0000 CP053831.1 99.006 70.07355787843593 0.6937702671312428 
k141_2092_length_2583_cov_4.0000 CP002830.1 98.955 100.0 0.98955 
k141_29628_length_2583_cov_3.0000 CP022098.1 98.877 100.0 0.9887699999999999 
k141_16881_length_2583_cov_4.0000 CP036353.1 98.915 99.92257065427798 0.9883841076267906 
k141_28853_length_2582_cov_4.0000 CP022098.1 99.264 100.0 0.99264 
k141_61797_length_2580_cov_4.0000 CP002830.1 99.224 99.92248062015504 0.9914708217054263 
k141_48679_length_2580_cov_4.0000 CP002830.1 99.225 100.0 0.99225 
k141_52911_length_2580_cov_4.0000 CP002830.1 99.496 100.0 0.9949600000000001 
k141_49910_length_2579_cov_3.0000 CP022098.1 98.992 100.0 0.98992 
k141_32592_length_2578_cov_3.0000 CP022098.1 99.379 100.0 0.99379 
k141_21591_length_2578_cov_3.0000 CP022098.1 99.185 100.0 0.99185 
k141_27683_length_2578_cov_3.0000 CP002830.1 98.333 100.03878975950349 0.9837114313421256 
k141_47107_length_2578_cov_5.0000 CP022098.1 98.328 99.76726144297905 0.9809915283165245 
k141_42715_length_2577_cov_3.0000 CP002830.1 98.836 100.0 0.98836 
k141_36352_length_2577_cov_5.0000 CP002830.1 99.340 100.0 0.9934 
k141_48520_length_2577_cov_4.0000 CP002830.1 99.263 100.0 0.9926300000000001 
k141_180_length_2576_cov_4.0000 CP022098.1 98.987 99.65062111801242 0.9864116032608695 
k141_41118_length_2576_cov_3.0000 CP022098.1 99.184 99.88354037267081 0.9906849068322982 
k141_50680_length_2576_cov_4.0000 CP002830.1 99.068 100.0 0.9906799999999999 
k141_28026_length_2575_cov_4.0000 CP022098.1 98.949 99.72815533980582 0.9868001242718446 
k141_39707_length_2575_cov_3.0000 CP022098.1 99.573 100.0 0.9957299999999999 
k141_56410_length_2574_cov_4.0000 CP022098.1 99.068 100.0 0.9906799999999999 
k141_59467_length_2574_cov_4.0000 CP002830.1 98.213 100.0 0.98213 
k141_36121_length_2573_cov_5.0000 CP036353.1 99.572 100.0 0.99572 
k141_52339_length_2573_cov_5.0000 CP002830.1 99.456 100.0 0.99456 
k141_1398_length_2573_cov_3.0000 CP022098.1 99.223 100.0 0.99223 
k141_25265_length_2573_cov_5.0000 CP002830.1 99.222 99.92226972405753 0.9914487446560435 
k141_47172_length_2572_cov_2.9490 CP022098.1 99.456 100.0 0.99456 
k141_47976_length_2572_cov_4.0000 CP022098.1 92.082 99.18351477449455 0.9133016407465008 
k141_36071_length_2572_cov_3.0000 CP025958.1 99.067 100.0 0.9906699999999999 
k141_49119_length_2570_cov_3.0000 CP022098.1 99.455 100.0 0.99455 
k141_14898_length_2570_cov_6.0000 CP022424.1 99.922 100.0 0.9992199999999999 
k141_55302_length_2569_cov_4.0000 CP002830.1 99.349 83.76800311405216 0.8322267341377968 
k141_7449_length_2569_cov_4.0000 CP002830.1 99.416 100.0 0.99416 
k141_51563_length_2569_cov_4.0000 CP022098.1 98.871 100.0 0.9887100000000001 
k141_48712_length_2569_cov_5.0000 CP012541.1 99.689 100.0 0.9968899999999999 
k141_46623_length_2569_cov_4.0000 CP002830.1 98.988 100.0 0.98988 
k141_28291_length_2568_cov_4.0000 CP002830.1 99.299 100.0 0.9929900000000002 
k141_3071_length_2568_cov_4.0000 CP053831.1 99.494 100.0 0.9949399999999999 
k141_6150_length_2568_cov_4.0000 CP002830.1 99.338 100.0 0.9933799999999999 
k141_4648_length_2568_cov_4.0000 CP053831.1 99.259 99.80529595015575 0.990657387071651 
k141_16538_length_2567_cov_3.0000 CP002830.1 99.376 99.92208804051423 0.9929857421114142 
k141_16719_length_2567_cov_4.0000 CP022098.1 97.941 88.93650175301909 0.8710529918192442 
k141_36440_length_2566_cov_6.0000 CP036353.1 99.571 99.96102883865939 0.9953219602494153 
k141_41198_length_2566_cov_5.0000 CP036353.1 99.493 100.0 0.99493 
k141_24786_length_2565_cov_6.0000 CP022098.1 97.895 100.0 0.97895 
k141_39274_length_2565_cov_3.0000 CP022098.1 99.259 100.0 0.99259 
k141_59596_length_2565_cov_3.0000 CP022098.1 99.415 100.0 0.99415 
k141_42173_length_2565_cov_3.0000 CP002830.1 99.610 100.0 0.9961 
k141_11743_length_2564_cov_3.0000 CP022098.1 98.869 100.0 0.98869 
k141_57807_length_2564_cov_5.0000 CP002830.1 98.517 99.9219968798752 0.9844015366614663 
k141_58859_length_2564_cov_4.0000 CP022098.1 98.999 93.52574102964118 0.9258954836193447 
k141_18149_length_2563_cov_5.0000 CP036353.1 99.415 100.0 0.99415 
k141_64392_length_2563_cov_3.0000 CP002830.1 98.986 100.0 0.9898600000000001 
k141_13763_length_2563_cov_5.0000 CP002830.1 99.454 100.0 0.99454 
k141_28608_length_2562_cov_7.0000 CP012696.1 99.688 100.0 0.9968800000000001 
k141_35744_length_2561_cov_4.0000 CP022098.1 99.375 100.0 0.99375 
k141_42354_length_2561_cov_4.0000 CP022098.1 99.610 100.0 0.9961 
k141_38932_length_2561_cov_5.0000 CP022423.1 99.570 100.0 0.9957 
k141_8563_length_2561_cov_3.0000 CP022098.1 98.555 99.96095275283092 0.9851651698555252 
k141_37413_length_2560_cov_3.0000 CP012541.1 99.023 100.0 0.9902299999999999 
k141_8370_length_2560_cov_3.0000 CP002830.1 99.336 100.0 0.99336 
k141_59514_length_2559_cov_4.0000 CP022098.1 99.531 100.0 0.99531 
k141_25690_length_2558_cov_4.0000 CP022098.1 99.492 100.0 0.99492 
k141_60099_length_2557_cov_4.0000 CP053831.1 99.335 100.0 0.99335 
k141_61643_length_2556_cov_5.0000 CP022423.1 99.726 99.92175273865415 0.9964796713615024 
k141_17453_length_2555_cov_3.0000 CP022098.1 98.669 100.0 0.98669 
k141_32494_length_2555_cov_4.0000 CP002830.1 99.335 100.0 0.99335 
k141_20756_length_2555_cov_3.0000 CP022098.1 99.022 100.0 0.9902200000000001 
k141_31686_length_2555_cov_2.0000 CP022098.1 98.824 99.8825831702544 0.9870796399217221 
k141_17183_length_2554_cov_4.0000 CP002830.1 99.060 100.0 0.9906 
k141_8896_length_2553_cov_4.0000 CP022098.1 99.569 100.0 0.99569 
k141_28488_length_2553_cov_3.0000 CP002830.1 99.569 100.0 0.99569 
k141_21316_length_2552_cov_3.0000 CP022098.1 99.138 99.96081504702194 0.9909915282131662 
k141_1270_length_2552_cov_4.0000 CP002830.1 99.608 100.0 0.9960800000000001 
k141_566_length_2551_cov_4.0000 CP002830.1 99.177 100.0 0.99177 
k141_14011_length_2551_cov_4.0000 CP053831.1 99.294 100.0 0.9929399999999999 
k141_18787_length_2550_cov_5.0000 CP002830.1 99.451 100.0 0.9945099999999999 
k141_62625_length_2549_cov_5.0000 CP002830.1 99.451 100.0 0.9945099999999999 
k141_41348_length_2548_cov_3.0000 CP002830.1 95.300 100.19623233908948 0.9548700941915227 
k141_52195_length_2547_cov_4.0000 CP022098.1 99.646 99.80369061641147 0.9945038555162937 
k141_12415_length_2547_cov_4.0000 CP002830.1 99.490 100.0 0.9949 
k141_37236_length_2546_cov_2.0000 CP022098.1 98.545 99.88216810683424 0.9842888256087982 
k141_36678_length_2546_cov_5.0000 CP012541.1 99.489 100.0 0.9948899999999999 
k141_12589_length_2546_cov_3.0000 CP022098.1 99.529 100.0 0.99529 
k141_63950_length_2546_cov_6.0000 CP022423.1 99.804 100.0 0.9980399999999999 
k141_62151_length_2546_cov_5.0000 CP036353.1 99.332 100.0 0.9933199999999999 
k141_24220_length_2545_cov_5.0000 CP036353.1 99.607 100.0 0.9960700000000001 
k141_55940_length_2545_cov_4.0000 CP002830.1 98.465 99.84282907662082 0.9831024165029468 
k141_64697_length_2545_cov_4.0000 CP022098.1 99.332 100.0 0.9933199999999999 
k141_45975_length_2545_cov_4.0000 CP022098.1 99.096 100.0 0.9909600000000001 
k141_31104_length_2545_cov_4.0000 CP053831.1 99.057 100.0 0.9905700000000001 
k141_9350_length_2545_cov_5.0000 CP002830.1 99.489 100.0 0.9948899999999999 
k141_3586_length_2542_cov_3.0000 CP025958.1 98.112 100.0 0.9811199999999999 
k141_5226_length_2542_cov_4.0000 CP022098.1 97.131 100.0786782061369 0.9720742092840282 
k141_27886_length_2541_cov_4.0000 CP002830.1 99.370 100.0 0.9937 
k141_17843_length_2540_cov_3.0000 CP022098.1 99.252 100.0 0.9925199999999998 
k141_6217_length_2540_cov_4.0000 CP002830.1 99.331 100.0 0.99331 
k141_19336_length_2540_cov_5.0000 CP036353.1 99.488 100.0 0.9948799999999999 
k141_44701_length_2540_cov_4.0000 CP022098.1 99.213 100.0 0.99213 
k141_2917_length_2540_cov_4.0000 CP002830.1 99.094 100.0 0.9909399999999999 
k141_54769_length_2540_cov_3.0000 CP002830.1 98.661 100.0 0.98661 
k141_44497_length_2539_cov_4.0000 CP022098.1 98.779 100.0 0.98779 
k141_14517_length_2539_cov_4.0000 CP036353.1 99.646 100.0 0.99646 
k141_16012_length_2539_cov_3.0000 CP022098.1 99.211 99.80307207562032 0.9901562583694368 
k141_63145_length_2537_cov_4.0000 CP002830.1 99.330 100.03941663381949 0.9936915254237288 
k141_31201_length_2536_cov_4.0000 CP022098.1 99.132 100.0 0.9913200000000001 
k141_23995_length_2536_cov_4.0000 CP002830.1 99.132 99.9211356466877 0.9905382018927447 
k141_40303_length_2535_cov_4.0000 CP022098.1 99.369 100.0 0.99369 
k141_30527_length_2535_cov_5.0000 CP012541.1 99.803 100.0 0.99803 
k141_19571_length_2534_cov_2.9724 CP022098.1 99.329 100.0 0.99329 
k141_64054_length_2534_cov_6.0000 CP036353.1 99.842 99.9605367008682 0.9980259905288084 
k141_62981_length_2534_cov_3.8796 CP022098.1 99.053 100.0 0.9905299999999999 
k141_64617_length_2533_cov_5.0000 CP022423.1 99.803 100.0 0.99803 
k141_19622_length_2533_cov_4.0000 CP002830.1 99.170 99.92104224240032 0.990916975917884 
k141_25729_length_2532_cov_4.0000 CP002830.1 99.289 100.0 0.9928899999999999 
k141_60172_length_2532_cov_4.0000 CP036353.1 99.724 100.0 0.99724 
k141_11506_length_2532_cov_4.0000 CP036353.1 99.289 100.0 0.9928899999999999 
k141_19201_length_2532_cov_3.0000 CP053831.1 99.250 100.0 0.9925 
k141_50646_length_2531_cov_4.0000 CP002830.1 99.644 100.0 0.9964400000000001 
k141_33707_length_2531_cov_3.0000 CP022098.1 99.328 100.0 0.9932800000000002 
k141_58141_length_2531_cov_7.0000 CP025958.1 98.776 100.03951007506915 0.988150264717503 
k141_38304_length_2531_cov_8.0000 CP022424.1 99.723 100.0 0.99723 
k141_5011_length_2531_cov_4.0000 CP002830.1 99.873 93.40181746345318 0.9328319715527461 
k141_22958_length_2530_cov_4.0000 CP002830.1 99.565 100.0 0.99565 
k141_39121_length_2530_cov_5.0000 CP002830.1 99.130 100.0 0.9913 
k141_17508_length_2529_cov_4.0000 CP036353.1 99.246 99.68366943455912 0.9893205456702253 
k141_34754_length_2529_cov_4.0000 CP002830.1 96.700 94.66192170818505 0.9153807829181495 
k141_55749_length_2529_cov_3.0000 CP022098.1 99.526 100.0 0.99526 
k141_47326_length_2529_cov_3.0000 CP022098.1 99.446 100.0 0.99446 
k141_24026_length_2529_cov_4.0000 CP002830.1 98.649 99.48596283115856 0.981419074733096 
k141_57096_length_2528_cov_4.0000 CP022098.1 99.090 100.0 0.9909 
k141_13851_length_2528_cov_4.0000 CP002830.1 98.892 99.92088607594937 0.9881376265822784 
k141_15353_length_2528_cov_3.0000 CP002830.1 99.842 99.92088607594937 0.9976301107594936 
k141_20501_length_2528_cov_3.0000 CP022098.1 99.288 100.0 0.9928799999999999 
k141_48381_length_2527_cov_2.9137 CP002830.1 99.018 96.71547289275821 0.9576572694895132 
k141_29719_length_2527_cov_4.0000 CP012541.1 99.523 99.60427384250099 0.9912916145627225 
k141_35501_length_2527_cov_5.0000 CP022423.1 99.169 100.0 0.99169 
k141_3040_length_2526_cov_4.0000 CP022098.1 99.010 100.0 0.9901 
k141_42266_length_2526_cov_6.0000 CP002830.1 99.365 99.80205859065717 0.9916831551860649 
k141_15819_length_2526_cov_5.0000 CP002830.1 99.644 100.0 0.9964400000000001 
k141_37699_length_2526_cov_2.9841 CP022098.1 98.865 90.6571654790182 0.8962820665083134 
k141_53149_length_2525_cov_4.0000 CP022423.1 99.802 100.0 0.99802 
k141_30978_length_2524_cov_394.0793 CP042813.1 99.921 100.03961965134707 0.9996058835182252 
k141_60206_length_2524_cov_3.0000 CP022098.1 96.479 97.90015847860539 0.9445309389857369 
k141_52575_length_2523_cov_4.0000 CP002830.1 99.485 100.0 0.99485 
k141_6786_length_2523_cov_2.8841 CP022098.1 98.851 100.0 0.98851 
k141_57697_length_2523_cov_4.0000 CP002830.1 99.436 98.33531510107015 0.9778070392390013 
k141_1846_length_2522_cov_4.0000 CP002830.1 99.405 100.0 0.99405 
k141_43296_length_2522_cov_4.0000 CP053831.1 99.524 100.0 0.99524 
k141_44769_length_2522_cov_4.0000 CP002830.1 99.603 100.0 0.99603 
k141_55494_length_2521_cov_5.0000 CP002830.1 99.683 100.0 0.9968300000000001 
k141_48859_length_2520_cov_4.0000 CP022098.1 99.087 100.0 0.99087 
k141_56120_length_2519_cov_5.0000 CP002830.1 99.405 100.0 0.99405 
k141_63111_length_2518_cov_4.0000 CP002830.1 99.166 100.0 0.99166 
k141_10376_length_2517_cov_5.0000 CP002830.1 99.603 100.0 0.99603 
k141_53456_length_2517_cov_5.0000 CP012541.1 99.404 99.92054032578467 0.9932501390544299 
k141_18936_length_2516_cov_4.0000 CP002830.1 99.285 100.0 0.99285 
k141_45998_length_2515_cov_5.0000 CP022098.1 98.249 99.92047713717693 0.9817086958250496 
k141_17896_length_2515_cov_4.0000 CP022098.1 99.443 100.0 0.9944299999999999 
k141_16918_length_2513_cov_4.0000 CP002830.1 99.483 100.0 0.9948300000000001 
k141_9334_length_2512_cov_4.0000 CP002830.1 99.323 99.92038216560509 0.9924392117834393 
k141_52232_length_2511_cov_3.0000 CP002830.1 99.164 100.0 0.99164 
k141_50602_length_2511_cov_4.0000 CP002830.1 99.602 100.0 0.9960200000000001 
k141_62979_length_2510_cov_4.0000 CP002830.1 95.877 76.33466135458168 0.7318738326693227 
k141_35786_length_2510_cov_3.0000 CP022098.1 99.602 100.0 0.9960200000000001 
k141_63097_length_2508_cov_3.0000 CP022098.1 99.322 100.0 0.9932200000000001 
k141_12198_length_2508_cov_4.0000 CP022098.1 99.561 100.0 0.99561 
k141_28114_length_2507_cov_4.0000 CP022098.1 98.484 100.0 0.9848399999999999 
k141_31752_length_2507_cov_4.0000 CP022098.1 99.721 100.0 0.99721 
k141_17506_length_2507_cov_3.0000 CP022098.1 99.083 100.0 0.9908299999999999 
k141_26609_length_2506_cov_3.0000 CP022098.1 96.010 63.00877893056664 0.6049472865123704 
k141_25138_length_2506_cov_4.0000 CP002830.1 98.843 100.0 0.9884300000000001 
k141_60629_length_2504_cov_5.0000 CP002830.1 99.800 100.0 0.998 
k141_51215_length_2504_cov_4.0000 CP022098.1 99.161 99.92012779552716 0.990817979233227 
k141_57739_length_2503_cov_4.0000 CP002830.1 99.481 100.0 0.9948099999999999 
k141_29752_length_2503_cov_3.0000 CP022098.1 99.361 100.0 0.99361 
k141_6804_length_2503_cov_5.0000 CP002830.1 99.800 99.96004794246903 0.9976012784658409 
k141_2325_length_2502_cov_5.0000 CP053831.1 99.920 100.0 0.9992 
k141_58909_length_2501_cov_4.0000 CP036353.1 99.560 99.88004798080767 0.9944057576969213 
k141_26891_length_2501_cov_5.0000 CP002830.1 99.600 100.0 0.996 
k141_2075_length_2500_cov_5.0000 CP012541.1 99.279 99.92 0.991995768 
k141_22721_length_2500_cov_4.0000 CP036353.1 99.760 100.0 0.9976 
k141_48785_length_2499_cov_4.0000 CP022098.1 99.519 99.91996798719488 0.9943935294117647 
k141_27977_length_2498_cov_4.0000 CP002830.1 99.239 100.0 0.99239 
k141_48759_length_2498_cov_3.0000 CP022098.1 99.520 100.0 0.9952 
k141_52749_length_2498_cov_4.0000 CP002830.1 99.116 99.67974379503602 0.987985748598879 
k141_1180_length_2498_cov_4.0000 CP002830.1 99.119 99.919935948759 0.9903964131305043 
k141_56937_length_2497_cov_4.0000 CP002830.1 99.279 100.0 0.99279 
k141_39127_length_2497_cov_5.0000 CP036353.1 99.880 100.0 0.9988 
k141_52773_length_2496_cov_5.0000 CP002830.1 99.519 100.0 0.9951900000000001 
